"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","location_type","parent_station","wheelchair_boarding","platform_code"
000000007145,"","Hansstedvej (Vigerslevvej)",,"55.665622321155","12.484593653161",0,,0,""
000000007146,"","Landlystvej (Vigerslevvej)",,"55.661580684518","12.483168453852",0,,0,""
000000007147,"","Lykkebovej (Vigerslevvej)",,"55.658494265069","12.484516350324",0,,0,""
000000007154,"","Lykkebovej (Vigerslevvej)",,"55.659314535619","12.484128055114",0,,0,""
000000007155,"","Landlystvej (Vigerslevvej)",,"55.661289624894","12.483285728819",0,,0,""
000000007156,"","Hansstedvej (Vigerslevvej)",,"55.665171274681","12.484012675206",0,,0,""
000000007157,"","Maribovej (Vigerslevvej)",,"55.667679351367","12.487194748049",0,,0,""
000000007158,"","Peter Bangs Vej (Grøndals Parkvej)",,"55.677799859005","12.487332294022",0,,0,""
000000007159,"","Langdraget (Grøndals Parkvej)",,"55.680991191760","12.490831189088",0,,0,""
000000007161,"","C.F. Richs Vej (Grøndals Parkvej)",,"55.688412328345","12.501759551562",0,,0,""
000000007162,"","Grøndal Centret (Hulgårdsvej)",,"55.697921629466","12.515092674290",0,,0,""
000000007163,"","Borups Allé (Hulgårdsvej)",,"55.702366196710","12.520014148685",0,,0,""
000000007165,"","Birkedommervej (Tomsgårdsvej)",,"55.709453574586","12.526831272610",0,,0,""
000000007166,"","Tagensvej (Tuborgvej)",,"55.713844364090","12.535477810384",0,,0,""
000000007167,"","Bispebjerg Hospital (Tuborgvej)",,"55.717005670901","12.538726477750",0,,0,""
000000007168,"","Emdrup St. (Tuborgvej)",,"55.719493761607","12.541309346967",0,,0,""
000000007169,"","Emdrup Søpark (Tuborgvej)",,"55.722399476259","12.545619122095",0,,0,""
000000007170,"","Birkehøj (Tuborgvej)",,"55.724862564821","12.547818167167",0,,0,""
000000007171,"","Lyngbyvej (Tuborgvej)",,"55.727579471696","12.552430551130",0,,0,""
000000007172,"","Rymarksvej (Tuborgvej)",,"55.727900495793","12.563995568946",0,,0,""
000000007173,"","Estersvej (Tuborgvej)",,"55.727641523681","12.566409761298",0,,0,""
000000007174,"","Lundevangen (Tuborgvej)",,"55.726988246844","12.572484411005",0,,0,""
000000007175,"","Folehaven (Vigerslevvej)",,"55.652304512246","12.488752551316",0,,0,""
000000007176,"","Åhaven (Vigerslevvej)",,"55.649525426808","12.491303772902",0,,0,""
